z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
0.1884,74.2584837218,799.624946315,799.624946315,672.858419989,950.2742862,39.8892448885
0.1896,74.3075268746,804.467924697,804.467924697,676.250777317,956.995043219,39.9045484417
0.1908,74.3566366487,809.307705587,809.307705587,679.633612351,963.723615813,39.919762507
0.192,74.4058130122,814.144288875,814.144288875,683.006953754,970.459992338,39.9348881805
0.1932,74.4550559327,818.977674458,818.977674458,686.370830086,977.204161164,39.9499265382
0.1944,74.5043653781,823.807862248,823.807862248,689.725269799,983.956110669,39.9648786359
0.1956,74.5537413161,828.634852166,828.634852166,693.070301243,990.71582925,39.9797455101
0.1968,74.6031837141,833.458644143,833.458644143,696.405952659,997.48330531,39.9945281786
0.198,74.6526925395,838.279238122,838.279238122,699.732252188,1004.25852727,40.0092276403
0.1992,74.7022677599,843.096634056,843.096634056,703.049227865,1011.04148356,40.0238448764
0.2004,74.7519093424,847.910831909,847.910831909,706.356907622,1017.83216262,40.0383808504
0.2016,74.8016172543,852.721831656,852.721831656,709.655319288,1024.63055292,40.0528365087
0.2028,74.8513914626,857.529633283,857.529633283,712.944490591,1031.43664291,40.0672127807
0.204,74.9012319344,862.334236786,862.334236786,716.224449158,1038.25042109,40.0815105796
0.2052,74.9511386365,867.135642171,867.135642171,719.495222512,1045.07187594,40.0957308027
0.2064,75.0011115359,871.933849455,871.933849455,722.756838076,1051.90099598,40.1098743316
0.2076,75.0511505992,876.728858667,876.728858667,726.009323176,1058.73776973,40.1239420325
0.2088,75.1012557931,881.520669845,881.520669845,729.252705034,1065.58218571,40.137934757
0.21,75.1514270842,886.309283038,886.309283038,732.487010775,1072.43423248,40.1518533418
0.2112,75.2016644391,891.094698304,891.094698304,735.712267424,1079.29389859,40.1656986097
0.2124,75.251967824,895.876915714,895.876915714,738.928501909,1086.16117261,40.1794713693
0.2136,75.3023372053,900.655935348,900.655935348,742.135741058,1093.03604314,40.1931724158
0.2148,75.3527725493,905.431757297,905.431757297,745.334011604,1099.91849876,40.206802531
0.216,75.4032738221,910.204381661,910.204381661,748.523340182,1106.8085281,40.2203624839
0.2172,75.4538409897,914.973808552,914.973808552,751.703753329,1113.70611977,40.2338530305
0.2184,75.5044740183,919.740038091,919.740038091,754.875277487,1120.61126241,40.2472749146
0.2196,75.5551728737,924.50307041,924.50307041,758.037939004,1127.52394467,40.2606288677
0.2208,75.6059375217,929.262905651,929.262905651,761.191764131,1134.44415522,40.2739156096
0.222,75.656767928,934.019543966,934.019543966,764.336779023,1141.37188273,40.2871358483
0.2232,75.7076640585,938.772985519,938.772985519,767.473009744,1148.30711589,40.3002902805
0.2244,75.7586258785,943.52323048,943.52323048,770.600482261,1155.2498434,40.3133795916
0.2256,75.8096533538,948.270279034,948.270279034,773.71922245,1162.20005398,40.3264044564
0.2268,75.8607464496,953.014131373,953.014131373,776.829256092,1169.15773637,40.3393655388
0.228,75.9119051314,957.7547877,957.7547877,779.930608876,1176.1228793,40.3522634923
0.2292,75.9631293644,962.492248228,962.492248228,783.023306401,1183.09547152,40.3650989602
0.2304,76.0144191139,967.226513179,967.226513179,786.10737417,1190.07550182,40.3778725758
0.2316,76.065774345,971.957582787,971.957582787,789.182837599,1197.06295896,40.3905849626
0.2328,76.1171950227,976.685457294,976.685457294,792.24972201,1204.05783175,40.4032367345
0.234,76.1686811121,981.410136954,981.410136954,795.308052637,1211.060109,40.4158284959
0.2352,76.220232578,986.131622029,986.131622029,798.357854622,1218.06977953,40.4283608421
0.2364,76.2718493853,990.849912791,990.849912791,801.399153018,1225.08683217,40.4408343594
0.2376,76.3235314987,995.565009523,995.565009523,804.431972788,1232.11125579,40.4532496251
0.2388,76.3752788829,1000.27691252,1000.27691252,807.456338809,1239.14303923,40.4656072081
0.24,76.4270915027,1004.98562208,1004.98562208,810.472275867,1246.18217137,40.4779076684
0.2412,76.4789693224,1009.69113851,1009.69113851,813.47980866,1253.22864112,40.4901515582
0.2424,76.5309123066,1014.39346214,1014.39346214,816.478961799,1260.28243736,40.502339421
0.2436,76.5829204197,1019.0925933,1019.0925933,819.469759809,1267.34354903,40.5144717927
0.2448,76.6349936261,1023.78853233,1023.78853233,822.452227126,1274.41196504,40.5265492013
0.246,76.6871318899,1028.48127957,1028.48127957,825.4263881,1281.48767435,40.538572167
0.2472,76.7393351755,1033.1708354,1033.1708354,828.392266997,1288.57066591,40.5505412024
0.2484,76.7916034469,1037.85720017,1037.85720017,831.349887996,1295.6609287,40.562456813
0.2496,76.8439366683,1042.54037428,1042.54037428,834.299275189,1302.7584517,40.5743194968
0.2508,76.8963348035,1047.22035809,1047.22035809,837.240452586,1309.86322391,40.5861297447
0.252,76.9487978166,1051.89715203,1051.89715203,840.173444112,1316.97523434,40.5978880408
0.2532,77.0013256715,1056.57075648,1056.57075648,843.098273606,1324.09447202,40.6095948621
0.2544,77.0539183318,1061.24117188,1061.24117188,846.014964825,1331.220926,40.6212506793
0.2556,77.1065757615,1065.90839864,1065.90839864,848.923541442,1338.35458533,40.632855956
0.2568,77.1592979241,1070.57243719,1070.57243719,851.824027048,1345.49543907,40.6444111497
0.258,77.2120847832,1075.233288,1075.233288,854.71644515,1352.6434763,40.6559167115
0.2592,77.2649363025,1079.8909515,1079.8909515,857.600819174,1359.79868613,40.6673730861
0.2604,77.3178524453,1084.54542817,1084.54542817,860.477172463,1366.96105767,40.6787807123
0.2616,77.3708331752,1089.19671848,1089.19671848,863.345528278,1374.13058003,40.6901400228
0.2628,77.4238784554,1093.8448229,1093.8448229,866.205909802,1381.30724236,40.7014514444
0.264,77.4769882494,1098.48974193,1098.48974193,869.058340135,1388.4910338,40.7127153982
0.2652,77.5301625202,1103.13147607,1103.13147607,871.902842295,1395.68194353,40.7239322995
0.2664,77.5834012312,1107.77002583,1107.77002583,874.739439223,1402.87996071,40.7351025582
0.2676,77.6367043454,1112.40539173,1112.40539173,877.568153778,1410.08507456,40.7462265785
0.2688,77.690071826,1117.03757429,1117.03757429,880.389008742,1417.29727426,40.7573047595
0.27,77.7435036358,1121.66657406,1121.66657406,883.202026817,1424.51654905,40.7683374947
0.2712,77.7969997379,1126.29239157,1126.29239157,886.007230624,1431.74288816,40.7793251727
0.2724,77.8505600951,1130.91502738,1130.91502738,888.804642709,1438.97628084,40.7902681768
0.2736,77.9041846703,1135.53448206,1135.53448206,891.594285538,1446.21671635,40.8011668855
0.2748,77.9578734263,1140.15075618,1140.15075618,894.376181502,1453.46418398,40.8120216721
0.276,78.0116263257,1144.76385031,1144.76385031,897.150352911,1460.718673,40.8228329054
0.2772,78.0654433313,1149.37376506,1149.37376506,899.916822,1467.98017273,40.8336009491
0.2784,78.1193244056,1153.98050101,1153.98050101,902.675610929,1475.24867249,40.8443261626
0.2796,78.1732695112,1158.58405878,1158.58405878,905.426741779,1482.52416162,40.8550089003
0.2808,78.2272786107,1163.18443898,1163.18443898,908.170236556,1489.80662945,40.8656495125
0.282,78.2813516664,1167.78164224,1167.78164224,910.906117192,1497.09606535,40.8762483448
0.2832,78.3354886408,1172.37566919,1172.37566919,913.634405541,1504.3924587,40.8868057385
0.2844,78.3896894962,1176.96652047,1176.96652047,916.355123383,1511.6957989,40.8973220307
0.2856,78.4439541949,1181.55419674,1181.55419674,919.068292426,1519.00607533,40.9077975542
0.2868,78.4982826991,1186.13869866,1186.13869866,921.773934299,1526.32327743,40.9182326377
0.288,78.552674971,1190.72002688,1190.72002688,924.472070562,1533.64739463,40.9286276059
0.2892,78.6071309729,1195.2981821,1195.2981821,927.162722697,1540.97841637,40.9389827792
0.2904,78.6616506666,1199.87316499,1199.87316499,929.845912116,1548.31633211,40.9492984744
0.2916,78.7162340144,1204.44497626,1204.44497626,932.521660156,1555.66113133,40.9595750043
0.2928,78.7708809782,1209.01361659,1209.01361659,935.189988083,1563.01280353,40.9698126779
0.294,78.8255915199,1213.57908671,1213.57908671,937.850917088,1570.3713382,40.9800118005
0.2952,78.8803656014,1218.14138733,1218.14138733,940.504468292,1577.73672487,40.9901726735
0.2964,78.9352031846,1222.70051918,1222.70051918,943.150662744,1585.10895307,41.0002955949
0.2976,78.9901042312,1227.256483,1227.256483,945.789521422,1592.48801234,41.0103808591
0.2988,79.0450687031,1231.80927952,1231.80927952,948.421065231,1599.87389224,41.0204287568
0.3,79.100096562,1236.35890951,1236.35890951,951.045315008,1607.26658236,41.0304395756
0.3012,79.1551877694,1240.90537372,1240.90537372,953.662291516,1614.66607229,41.0404135994
0.3024,79.210342287,1245.44867292,1245.44867292,956.272015452,1622.07235162,41.0503511088
0.3036,79.2655600764,1249.9888079,1249.9888079,958.874507438,1629.48540997,41.0602523812
0.3048,79.3208410991,1254.52577942,1254.52577942,961.469788031,1636.90523699,41.0701176908
0.306,79.3761853166,1259.0595883,1259.0595883,964.057877716,1644.33182232,41.0799473083
0.3072,79.4315926903,1263.59023532,1263.59023532,966.63879691,1651.76515561,41.0897415016
0.3084,79.4870631817,1268.1177213,1268.1177213,969.212565961,1659.20522655,41.0995005354
0.3096,79.542596752,1272.64204706,1272.64204706,971.779205149,1666.65202483,41.1092246714
0.3108,79.5981933626,1277.16321342,1277.16321342,974.338734685,1674.10554016,41.1189141681
0.312,79.6538529748,1281.68122122,1281.68122122,976.891174712,1681.56576224,41.1285692813
0.3132,79.7095755498,1286.1960713,1286.1960713,979.436545307,1689.03268083,41.1381902637
0.3144,79.7653610487,1290.7077645,1290.7077645,981.974866477,1696.50628566,41.1477773654
0.3156,79.8212094328,1295.21630168,1295.21630168,984.506158166,1703.98656649,41.1573308333
0.3168,79.8771206631,1299.72168372,1299.72168372,987.030440248,1711.47351312,41.1668509118
0.318,79.9330947008,1304.22391148,1304.22391148,989.54773253,1718.96711532,41.1763378425
0.3192,79.9891315067,1308.72298584,1308.72298584,992.058054757,1726.46736291,41.1857918644
0.3204,80.045231042,1313.21890769,1313.21890769,994.561426603,1733.97424571,41.1952132136
0.3216,80.1013932676,1317.71167793,1317.71167793,997.057867681,1741.48775355,41.2046021238
0.3228,80.1576181443,1322.20129746,1322.20129746,999.547397534,1749.00787628,41.2139588262
0.324,80.2139056332,1326.68776719,1326.68776719,1002.03003564,1756.53460376,41.2232835491
0.3252,80.2702556949,1331.17108805,1331.17108805,1004.50580143,1764.06792589,41.2325765187
0.3264,80.3266682904,1335.65126096,1335.65126096,1006.97471423,1771.60783254,41.2418379585
0.3276,80.3831433804,1340.12828685,1340.12828685,1009.43679335,1779.15431363,41.2510680896
0.3288,80.4396809256,1344.60216667,1344.60216667,1011.892058,1786.70735907,41.2602671309
0.33,80.4962808867,1349.07290137,1349.07290137,1014.34052734,1794.26695882,41.2694352987
0.3312,80.5529432244,1353.5404919,1353.5404919,1016.78222047,1801.83310281,41.278572807
0.3324,80.6096678994,1358.00493922,1358.00493922,1019.21715643,1809.40578102,41.2876798677
0.3336,80.6664548722,1362.46624432,1362.46624432,1021.64535417,1816.98498342,41.2967566904
0.3348,80.7233041033,1366.92440816,1366.92440816,1024.06683261,1824.57070002,41.3058034822
0.336,80.7802155534,1371.37943174,1371.37943174,1026.48161059,1832.16292081,41.3148204484
0.3372,80.8371891829,1375.83131606,1375.83131606,1028.88970689,1839.76163583,41.3238077918
0.3384,80.8942249522,1380.2800621,1380.2800621,1031.29114024,1847.36683511,41.3327657134
0.3396,80.9513228219,1384.72567088,1384.72567088,1033.68592929,1854.97850871,41.3416944118
0.3408,81.0084827523,1389.16814342,1389.16814342,1036.07409265,1862.5966467,41.3505940837
0.342,81.0657047038,1393.60748074,1393.60748074,1038.45564884,1870.22123916,41.3594649238
0.3432,81.1229886368,1398.04368387,1398.04368387,1040.83061634,1877.85227618,41.3683071245
0.3444,81.1803345115,1402.47675385,1402.47675385,1043.19901357,1885.48974787,41.3771208766
0.3456,81.2377422882,1406.90669172,1406.90669172,1045.56085889,1893.13364438,41.3859063687
0.3468,81.2952119272,1411.33349853,1411.33349853,1047.91617058,1900.78395582,41.3946637876
0.348,81.3527433887,1415.75717535,1415.75717535,1050.26496688,1908.44067237,41.403393318
0.3492,81.4103366329,1420.17772323,1420.17772323,1052.60726596,1916.10378419,41.4120951429
0.3504,81.46799162,1424.59514326,1424.59514326,1054.94308595,1923.77328146,41.4207694435
0.3516,81.5257083102,1429.00943651,1429.00943651,1057.27244489,1931.44915439,41.4294163989
0.3528,81.5834866634,1433.42060407,1433.42060407,1059.59536079,1939.13139319,41.4380361867
0.354,81.6413266399,1437.82864703,1437.82864703,1061.91185158,1946.81998808,41.4466289826
0.3552,81.6992281997,1442.2335665,1442.2335665,1064.22193514,1954.51492932,41.4551949604
0.3564,81.7571913027,1446.63536358,1446.63536358,1066.5256293,1962.21620716,41.4637342925
0.3576,81.8152159092,1451.03403938,1451.03403938,1068.82295181,1969.92381186,41.4722471493
0.3588,81.8733019789,1455.42959503,1455.42959503,1071.11392039,1977.63773373,41.4807336996
0.36,81.9314494719,1459.82203166,1459.82203166,1073.39855269,1985.35796306,41.4891941106
0.3612,81.9896583481,1464.2113504,1464.2113504,1075.67686629,1993.08449016,41.4976285478
0.3624,82.0479285674,1468.59755238,1468.59755238,1077.94887873,2000.81730537,41.5060371751
0.3636,82.1062600897,1472.98063877,1472.98063877,1080.21460749,2008.55639903,41.5144201548
0.3648,82.1646528749,1477.36061072,1477.36061072,1082.47406999,2016.30176151,41.5227776477
0.366,82.2231068828,1481.73746938,1481.73746938,1084.72728359,2024.05338317,41.5311098129
0.3672,82.2816220732,1486.11121593,1486.11121593,1086.9742656,2031.81125442,41.539416808
0.3684,82.340198406,1490.48185153,1490.48185153,1089.21503328,2039.57536564,41.5476987892
0.3696,82.3988358408,1494.84937738,1494.84937738,1091.44960381,2047.34570726,41.5559559111
0.3708,82.4575343375,1499.21379466,1499.21379466,1093.67799435,2055.12226972,41.5641883269
0.372,82.5162938558,1503.57510456,1503.57510456,1095.90022198,2062.90504346,41.5723961882
0.3732,82.5751143555,1507.93330829,1507.93330829,1098.11630374,2070.69401894,41.5805796454
0.3744,82.6339957961,1512.28840705,1512.28840705,1100.32625658,2078.48918665,41.5887388471
0.3756,82.6929381373,1516.64040205,1516.64040205,1102.53009745,2086.29053707,41.596873941
0.3768,82.7519413389,1520.98929452,1520.98929452,1104.72784321,2094.0980607,41.604985073
0.378,82.8110053605,1525.33508569,1525.33508569,1106.91951066,2101.91174808,41.6130723878
0.3792,82.8701301616,1529.67777678,1529.67777678,1109.10511657,2109.73158973,41.6211360288
0.3804,82.9293157019,1534.01736903,1534.01736903,1111.28467765,2117.55757621,41.629176138
0.3816,82.9885619409,1538.35386369,1538.35386369,1113.45821055,2125.38969808,41.637192856
0.3828,83.0478688382,1542.68726202,1542.68726202,1115.62573186,2133.22794592,41.6451863222
0.384,83.1072363534,1547.01756526,1547.01756526,1117.78725814,2141.07231032,41.6531566747
0.3852,83.1666644459,1551.34477469,1551.34477469,1119.94280587,2148.9227819,41.6611040505
0.3864,83.2261530753,1555.66889157,1555.66889157,1122.0923915,2156.77935128,41.669028585
0.3876,83.2857022011,1559.98991718,1559.98991718,1124.23603141,2164.64200908,41.6769304126
0.3888,83.3453117828,1564.30785281,1564.30785281,1126.37374194,2172.51074598,41.6848096665
0.39,83.4049817798,1568.62269973,1568.62269973,1128.50553938,2180.38555263,41.6926664785
0.3912,83.4647121515,1572.93445925,1572.93445925,1130.63143994,2188.26641971,41.7005009795
0.3924,83.5245028575,1577.24313267,1577.24313267,1132.75145983,2196.15333793,41.7083132989
0.3936,83.584353857,1581.54872129,1581.54872129,1134.86561516,2204.04629798,41.7161035651
0.3948,83.6442651096,1585.85122642,1585.85122642,1136.97392201,2211.94529061,41.7238719055
0.396,83.7042365746,1590.15064939,1590.15064939,1139.07639641,2219.85030654,41.731618446
0.3972,83.7642682113,1594.44699151,1594.44699151,1141.17305433,2227.76133654,41.7393433118
0.3984,83.8243599792,1598.74025412,1598.74025412,1143.2639117,2235.67837137,41.7470466267
0.3996,83.8845118376,1603.03043856,1603.03043856,1145.3489844,2243.60140181,41.7547285134
0.4008,83.9447237459,1607.31754616,1607.31754616,1147.42828824,2251.53041866,41.7623890938
0.402,84.0049956633,1611.60157828,1611.60157828,1149.501839,2259.46541275,41.7700284883
0.4032,84.0653275491,1615.88253626,1615.88253626,1151.56965241,2267.40637488,41.7776468167
0.4044,84.1257193628,1620.16042147,1620.16042147,1153.63174414,2275.35329591,41.7852441974
0.4056,84.1861710635,1624.43523527,1624.43523527,1155.68812982,2283.3061667,41.792820748
0.4068,84.2466826106,1628.70697903,1628.70697903,1157.73882502,2291.26497811,41.8003765849
0.408,84.3072539632,1632.97565413,1632.97565413,1159.78384527,2299.22972102,41.8079118237
0.4092,84.3678850808,1637.24126195,1637.24126195,1161.82320604,2307.20038635,41.8154265788
0.4104,84.4285759225,1641.50380388,1641.50380388,1163.85692278,2315.176965,41.8229209638
0.4116,84.4893264475,1645.76328131,1645.76328131,1165.88501085,2323.1594479,41.8303950911
0.4128,84.5501366152,1650.01969564,1650.01969564,1167.90748559,2331.14782599,41.8378490724
0.414,84.6110063847,1654.27304827,1654.27304827,1169.92436228,2339.14209025,41.8452830183
0.4152,84.6719357152,1658.52334061,1658.52334061,1171.93565617,2347.14223163,41.8526970384
0.4164,84.7329245659,1662.77057408,1662.77057408,1173.94138243,2355.14824112,41.8600912416
0.4176,84.7939728961,1667.01475009,1667.01475009,1175.94155622,2363.16010973,41.8674657356
0.4188,84.8550806649,1671.25587009,1671.25587009,1177.93619262,2371.17782848,41.8748206274
0.42,84.9162478315,1675.49393548,1675.49393548,1179.92530668,2379.20138838,41.8821560231
0.4212,84.9774743551,1679.72894772,1679.72894772,1181.9089134,2387.2307805,41.8894720277
0.4224,85.0387601949,1683.96090824,1683.96090824,1183.88702773,2395.26599588,41.8967687456
0.4236,85.10010531,1688.18981849,1688.18981849,1185.85966458,2403.30702561,41.9040462802
0.4248,85.1615096596,1692.41567993,1692.41567993,1187.82683881,2411.35386077,41.911304734
0.426,85.2229732028,1696.63849401,1696.63849401,1189.78856522,2419.40649246,41.9185442087
0.4272,85.2844958987,1700.85826219,1700.85826219,1191.7448586,2427.4649118,41.9257648052
0.4284,85.3460777066,1705.07498594,1705.07498594,1193.69573365,2435.52910992,41.9329666236
0.4296,85.4077185855,1709.28866674,1709.28866674,1195.64120505,2443.59907798,41.940149763
0.4308,85.4694184946,1713.49930607,1713.49930607,1197.58128744,2451.67480712,41.9473143218
0.432,85.5311773931,1717.7069054,1717.7069054,1199.51599539,2459.75628853,41.9544603977
0.4332,85.5929952399,1721.91146623,1721.91146623,1201.44534345,2467.8435134,41.9615880875
0.4344,85.6548719943,1726.11299005,1726.11299005,1203.3693461,2475.93647293,41.9686974873
0.4356,85.7168076154,1730.31147836,1730.31147836,1205.2880178,2484.03515833,41.9757886921
0.4368,85.7788020622,1734.50693266,1734.50693266,1207.20137295,2492.13956084,41.9828617967
0.438,85.8408552939,1738.69935446,1738.69935446,1209.10942591,2500.24967171,41.9899168946
0.4392,85.9029672697,1742.88874528,1742.88874528,1211.01219099,2508.3654822,41.9969540789
0.4404,85.9651379485,1747.07510663,1747.07510663,1212.90968247,2516.48698359,42.0039734419
0.4416,86.0273672896,1751.25844004,1751.25844004,1214.80191457,2524.61416716,42.0109750749
0.4428,86.0896552519,1755.43874704,1755.43874704,1216.68890147,2532.74702422,42.0179590688
0.444,86.1520017947,1759.61602915,1759.61602915,1218.57065731,2540.88554609,42.0249255137
0.4452,86.2144068769,1763.79028792,1763.79028792,1220.44719618,2549.02972411,42.0318744989
0.4464,86.2768704578,1767.9615249,1767.9615249,1222.31853215,2557.17954961,42.0388061131
0.4476,86.3393924964,1772.12974162,1772.12974162,1224.18467921,2565.33501397,42.0457204442
0.4488,86.4019729518,1776.29493964,1776.29493964,1226.04565132,2573.49610855,42.0526175794
0.45,86.4646117831,1780.45712052,1780.45712052,1227.90146243,2581.66282475,42.0594976054
0.4512,86.5273089494,1784.61628582,1784.61628582,1229.75212639,2589.83515398,42.0663606081
0.4524,86.5900644098,1788.7724371,1788.7724371,1231.59765705,2598.01308765,42.0732066726
0.4536,86.6528781234,1792.92557595,1792.92557595,1233.43806821,2606.19661719,42.0800358837
0.4548,86.7157500493,1797.07570392,1797.07570392,1235.27337361,2614.38573406,42.0868483252
0.456,86.7786801466,1801.22282261,1801.22282261,1237.10358696,2622.58042972,42.0936440804
0.4572,86.8416683744,1805.3669336,1805.3669336,1238.92872193,2630.78069564,42.100423232
0.4584,86.9047146918,1809.50803847,1809.50803847,1240.74879215,2638.98652331,42.1071858619
0.4596,86.967819058,1813.64613883,1813.64613883,1242.5638112,2647.19790423,42.1139320516
0.4608,87.030981432,1817.78123627,1817.78123627,1244.37379262,2655.41482994,42.1206618819
0.462,87.0942017729,1821.91333239,1821.91333239,1246.17874992,2663.63729195,42.1273754328
0.4632,87.15748004,1826.0424288,1826.0424288,1247.97869655,2671.86528182,42.1340727839
0.4644,87.2208161922,1830.16852711,1830.16852711,1249.77364594,2680.0987911,42.1407540142
0.4656,87.2842101887,1834.29162895,1834.29162895,1251.56361145,2688.33781138,42.1474192021
0.4668,87.3476619887,1838.41173592,1838.41173592,1253.34860643,2696.58233424,42.1540684253
0.468,87.4111715512,1842.52884966,1842.52884966,1255.12864418,2704.83235129,42.160701761
0.4692,87.4747388354,1846.64297179,1846.64297179,1256.90373794,2713.08785415,42.1673192857
0.4704,87.5383638005,1850.75410394,1850.75410394,1258.67390094,2721.34883444,42.1739210756
0.4716,87.6020464056,1854.86224777,1854.86224777,1260.43914635,2729.61528381,42.1805072061
0.4728,87.6657866099,1858.9674049,1858.9674049,1262.1994873,2737.88719393,42.1870777521
0.474,87.7295843724,1863.06957698,1863.06957698,1263.95493689,2746.16455647,42.193632788
0.4752,87.7934396524,1867.16876567,1867.16876567,1265.70550818,2754.44736311,42.2001723876
0.4764,87.857352409,1871.26497261,1871.26497261,1267.45121418,2762.73560557,42.2066966241
0.4776,87.9213226015,1875.35819948,1875.35819948,1269.19206786,2771.02927555,42.2132055703
0.4788,87.9853501889,1879.44844792,1879.44844792,1270.92808217,2779.32836478,42.2196992985
0.48,88.0494351305,1883.53571961,1883.53571961,1272.65927001,2787.63286502,42.2261778801
0.4812,88.1135773854,1887.62001622,1887.62001622,1274.38564422,2795.94276802,42.2326413865
0.4824,88.177776913,1891.70133942,1891.70133942,1276.10721763,2804.25806556,42.2390898883
0.4836,88.2420336723,1895.77969089,1895.77969089,1277.82400303,2812.57874941,42.2455234555
0.4848,88.3063476225,1899.85507232,1899.85507232,1279.53601315,2820.90481139,42.2519421578
0.486,88.370718723,1903.9274854,1903.9274854,1281.2432607,2829.2362433,42.2583460644
0.4872,88.435146933,1907.9969318,1907.9969318,1282.94575834,2837.57303698,42.2647352438
0.4884,88.4996322116,1912.06341324,1912.06341324,1284.64351871,2845.91518427,42.2711097641
0.4896,88.5641745181,1916.1269314,1916.1269314,1286.33655438,2854.26267702,42.2774696931
0.4908,88.6287738118,1920.187488,1920.187488,1288.02487792,2862.61550711,42.2838150979
0.492,88.693430052,1924.24508473,1924.24508473,1289.70850183,2870.97366642,42.2901460451
0.4932,88.7581431979,1928.29972331,1928.29972331,1291.3874386,2879.33714685,42.2964626009
0.4944,88.8229132088,1932.35140545,1932.35140545,1293.06170065,2887.70594031,42.3027648313
0.4956,88.8877400439,1936.40013287,1936.40013287,1294.7313004,2896.08003873,42.3090528013
0.4968,88.9526236627,1940.4459073,1940.4459073,1296.3962502,2904.45943404,42.3153265758
0.498,89.0175640244,1944.48873045,1944.48873045,1298.05656238,2912.84411821,42.3215862192
0.4992,89.0825610884,1948.52860406,1948.52860406,1299.71224924,2921.2340832,42.3278317954
0.5004,89.1476148139,1952.56552985,1952.56552985,1301.36332302,2929.62932099,42.3340633679
0.5016,89.2127251603,1956.59950958,1956.59950958,1303.00979594,2938.02982358,42.3402809997
0.5028,89.2778920871,1960.63054497,1960.63054497,1304.65168018,2946.43558298,42.3464847534
0.504,89.3431155534,1964.65863777,1964.65863777,1306.28898788,2954.84659121,42.3526746912
0.5052,89.4083955188,1968.68378973,1968.68378973,1307.92173115,2963.2628403,42.3588508747
0.5064,89.4737319425,1972.7060026,1972.7060026,1309.54992207,2971.68432232,42.3650133654
0.5076,89.5391247841,1976.72527813,1976.72527813,1311.17357265,2980.11102932,42.3711622239
0.5088,89.6045740029,1980.74161809,1980.74161809,1312.79269492,2988.54295337,42.377297511
0.51,89.6700795583,1984.75502423,1984.75502423,1314.40730081,2996.98008659,42.3834192864
0.5112,89.7356414099,1988.76549832,1988.76549832,1316.01740228,3005.42242106,42.38952761
0.5124,89.8012595169,1992.77304212,1992.77304212,1317.62301119,3013.86994891,42.395622541
0.5136,89.866933839,1996.77765742,1996.77765742,1319.22413942,3022.32266227,42.4017041381
0.5148,89.9326643355,2000.77934598,2000.77934598,1320.82079877,3030.78055329,42.4077724599
0.516,89.998450966,2004.77810959,2004.77810959,1322.41300105,3039.24361413,42.4138275643
0.5172,90.06429369,2008.77395002,2008.77395002,1324.00075799,3047.71183697,42.419869509
0.5184,90.130192467,2012.76686906,2012.76686906,1325.58408131,3056.18521399,42.4258983512
0.5196,90.1961472564,2016.75686851,2016.75686851,1327.1629827,3064.66373739,42.4319141479
0.5208,90.262158018,2020.74395015,2020.74395015,1328.7374738,3073.14739938,42.4379169555
0.522,90.3282247111,2024.72811577,2024.72811577,1330.30756621,3081.63619221,42.4439068302
0.5232,90.3943472955,2028.70936719,2028.70936719,1331.87327153,3090.1301081,42.4498838276
0.5244,90.4605257306,2032.68770619,2032.68770619,1333.43460128,3098.62913932,42.4558480032
0.5256,90.5267599761,2036.66313459,2036.66313459,1334.99156699,3107.13327814,42.4617994119
0.5268,90.5930499917,2040.6356542,2040.6356542,1336.54418011,3115.64251683,42.4677381085
0.528,90.6593957368,2044.60526682,2044.60526682,1338.0924521,3124.15684769,42.4736641471
0.5292,90.7257971713,2048.57197426,2048.57197426,1339.63639436,3132.67626304,42.4795775818
0.5304,90.7922542547,2052.53577836,2052.53577836,1341.17601827,3141.2007552,42.485478466
0.5316,90.8587669467,2056.49668092,2056.49668092,1342.71133515,3149.7303165,42.491366853
0.5328,90.9253352071,2060.45468378,2060.45468378,1344.24235633,3158.2649393,42.4972427956
0.534,90.9919589955,2064.40978876,2064.40978876,1345.76909306,3166.80461595,42.5031063465
0.5352,91.0586382717,2068.36199768,2068.36199768,1347.29155659,3175.34933884,42.5089575577
0.5364,91.1253729954,2072.31131239,2072.31131239,1348.80975813,3183.89910036,42.5147964812
0.5376,91.1921631264,2076.25773472,2076.25773472,1350.32370885,3192.45389291,42.5206231684
0.5388,91.2590086244,2080.20126651,2080.20126651,1351.83341988,3201.01370891,42.5264376705
0.54,91.3259094493,2084.1419096,2084.1419096,1353.33890234,3209.57854079,42.5322400383
0.5412,91.3928655608,2088.07966584,2088.07966584,1354.8401673,3218.14838099,42.5380303224
0.5424,91.4598769189,2092.01453707,2092.01453707,1356.3372258,3226.72322198,42.543808573
0.5436,91.5269434833,2095.94652515,2095.94652515,1357.83008885,3235.30305622,42.54957484
0.5448,91.5940652139,2099.87563192,2099.87563192,1359.31876743,3243.88787619,42.5553291728
0.546,91.6612420706,2103.80185925,2103.80185925,1360.80327248,3252.4776744,42.5610716208
0.5472,91.7284740133,2107.725209,2107.725209,1362.28361492,3261.07244336,42.5668022329
0.5484,91.795761002,2111.64568302,2111.64568302,1363.75980562,3269.67217559,42.5725210577
0.5496,91.8631029965,2115.56328319,2115.56328319,1365.23185544,3278.27686362,42.5782281435
0.5508,91.9304999568,2119.47801136,2119.47801136,1366.69977519,3286.88650002,42.5839235383
